256,0.313981,106.868
384,1.18864,95.2734
512,1.05935,253.395
640,3.04172,172.365
768,5.15789,175.647
896,7.72552,186.22
1024,12.004,178.898
1152,17.2404,177.353
1280,23.8437,175.909
1408,34.3154,162.685
