256,0.559196,60.0048
384,0.874144,129.551
512,2.24848,119.386
640,6.91626,75.8052
768,9.523,95.1349
896,12.7513,112.824
1024,21.7753,98.6202
1152,34.6347,88.2827
1280,52.6921,79.6002
